Job Title,Company Name,Location,Sector,Job Type,Salary,Job Responsibilities
Application Engineer,Precision Control Sdn. Bhd.,"Shah Alam/Subang, Selangor",Engineering - Software (Information & Communication Technology),Full time,"RM 3,500 – RM 5,000 per month","If you're passionate about career growth in tech-driven asset management, join us as an Application Engineer at YNY Technology, where you'll implement maintenance solutions, ensure data accuracy, and work with emerging technologies like IoT! Key Responsibilities: Attain expertise in EAM (Enterprise Asset Management) software solutions including installation, configuration, system integration, troubleshooting, testing, and liaising with technical and development team for more technically demanding requests. Implementation of CMMS solution focusing on tracking, analyzing, and improving the manufacturing maintenance process. Processing and analyzing records to ensure data accuracy, reviewing all data for adherence to asset hierarchy and identify errors prior to upload of data. Designing and customizing reports and dashboards to meet user requirements and functional design specifications (FDS) using multiple reporting tools and SQL queries. Working with clients to assess their needs, requirements, and issues in order to determine the best approach in their Asset Performance Management (APM) roadmap. Providing support to clients with the ability to discuss functionality and flexibility of the proposed solutions. Creating documentation, including project engineering notes, project proposals, project design traceability documentation, training material, case studies and more. Managing project deliverables and routinely report progress. Learning new technologies and demonstrating expertise in relevant areas, including solution related to Industry 4.0 and Asset Performance Management (APM) Key Requirements: Candidate must possess at least Bachelor's Degree/Post Graduate Diploma/Professional Degree, Master's Degree in Engineering (Computer/Telecommunication) or equivalent. Required language(s): English Experience with database like MS SQL Server or MySQL is a valued advantage. Exposure to emerging technologies (e.g., IoT, IIoT, Cloud, etc.) and the application of these in the Manufacturing and Controls areas are a plus Self-motivated and able to work effectively under tight schedule and under pressure. Fresh graduates are welcomed to apply."
"Senior Engineer, Data Center Facilities Management (Located in Singapore)",Mediacorp Pte Ltd,"Bandar Malaysia, Kuala Lumpur",Electrical/Electronic Engineering (Engineering),Full time,,"1-Net is fast transforming itself into Asia’s Data Centre of Choice. As one of the pioneers in broadband development in Singapore, 1-Net currently manages telco-class carrier-neutral Internet Data Centres, along with providing domestic and international connectivity, managed services and media delivery services. 1-Net offers superior stability, secure delivery and service experience through its services. It’s uniquely positioned in Southeast Asia, with a comprehensive range of integrated services and a media-centric approach to bring cutting edge solutions to its customers. Work Location: To work in Singapore Responsibilities Facilities Operation and Maintenance: Execute and lead the required daily maintenance and operations of the data centre facilities to ensure serviceability of all active and redundancy equipment. This includes performing routine facilities activities such as critical system checks and functional testing. Respond to Mechanical and Electrical alarms/faults, identify and analyse trends, and implement corrective actions as needed. Respond and investigate Building Management System (BMS)/ Environmental Monitoring System (EMS) alerts, providing feedback on outstanding issues or events, responding to emergency situations, and being on standby duty as required. Facilitate the Data Centre projects and any additional and alteration work such as site construction activities and installations, coordination with external contractors and testing in adherence to operational standards within the given timeline. Technical and Customer Support: Ensure contracted service level agreements and key performance indicators are met or exceeded. Attend to customer requests and deliveries such as installations, coordination with the design & construction, operations requirements to coordinate customer move-in and turn-on, and others. Events and Accreditation Support: Involve in the scheduling, coordination and completion of all significant planned and emergency maintenance events for the facility and ensure these activities are executed in a controlled and proven method. Undertake assigned tasks to support the various accreditation, certification and compliance initiatives such as BCA-IDA Green Mark DC/QMS/ISMS/BCMS/PCIDSS/OSPAR, etc as may be required. Comply to all standard operating procedures (SOP), method of procedures (MOP), emergency operating procedures (EOP) and emergency response procedures (ERP) established for the critical environments. Qualifications We welcome the following applicants: Degree graduates in Electrical or Mechanical engineering or equivalent qualifications, with at least 2 Years of relevant working experience in Data Centre facilities management and operations or facility management experiences (M&E) in building, construction, semiconductors or equivalent. Candidates without the required academic credentials but with at least 4 years of relevant working experience in Data Centre facilities management and operations or facility management experiences (M&E) in building, construction, semiconductors or equivalent. Strong technical and functional skills and knowledge of facilities management and operations. Able to commit to 24x7 rotating shift duty. Strong communication skills. Working location: 1-Net (East) at Chai Chee / 1-Net (North) Woodlands"
Engineer (Cyber Security / Networking),EXCEL COMMERCE SOLUTIONS SDN. BHD.,"Bukit Jalil, Kuala Lumpur",Engineering - Network (Information & Communication Technology),Full time,,"Fresh Graduates, Assemble! Have you ever dreamed of kick-starting your engineering career with hands-on experience, real-world problem-solving, and a chance to build the future (literally)? Well, Excel Commerce Solutions Sdn Bhd is on the lookout for our next Resident Engineer – and it could be YOU! What’s in it for you? ✅ On-the-ground engineering exposure ✅ Mentorship from our pros ✅ An awesome team that believes in your growth! No experience? No problem! We want fresh minds, new ideas, and passionate engineers ready to take on challenges. What You'll Be Up To: Daily ticket review with team lead Creation, edit/delete of ID (ID creation Sla within 2 days) Highlight any abnormality to respective team members Ensure Incident Ticket response within 4 working hours Perform End user rating measurement on ticket response to provide technical support to meet 97% satisfaction of annual ticket Provide root cause analysis reports Formulate corrective measures What You Bring to the Table: Degree in Computer Science (Computer Network and Security), or something equally cool Knowledge of Windows AD, Office365 ID, Global Protect ID, Internet ID, Lotus Notes ID, Shared Folder Ready to join the team? Send your resume at amnah.zulkifli@excelcomms.com.my with 'APPLICATION - RESIDENT ENGINEER' as a subject and let’s build something amazing together! psst.. FRESH GRADUATE are encouraged to apply 🤹"
"Intern, IT Associate Data Engineer",EDWARDS LIFESCIENCES (MALAYSIA) SDN. BHD.,Kuala Lumpur,Engineering - Software (Information & Communication Technology),Full time,,"Make a meaningful difference to patients around the world. Our University Programs are designed to help early-career professionals contribute to solutions that transform patient lives. We also believe in investing in the future of our talented people across the globe, including early career professionals seeking to explore and establish themselves within the medical device industry. We’ll provide you with the opportunity to thrive in a dynamic environment where you can make innovative contributions. As an Intern - IT Associate Data Engineer, it gives you an exciting way to explore the cloud industry and build real-time Data Pipelines Solutions & to learn alongside outstanding experts and leaders. How you will make an impact: Understand & collaborate with the internal data platform design engineering team to develop data pipelines, integrations, and models, ensuring efficient data operations within the IT Cloud framework. Provide direct support for operational ETL issues by training experts, executing comprehensive procedural reviews, handling critical cases, and maintaining documentation. Learn & grow on the concurrent projects, including those in multiple geographical regions. Assume responsibility for understanding high-level business processes, system design/functions, and related integrations. Foster productive working relationships through close collaboration with the IT team and partners. Exercise sound judgment and escalate issues when necessary, providing clear and regular communication to end-users and colleagues through both oral and written means. Understand the team members with daily routine tasks related to support and reporting. Support the team with research and tasks related to knowledge management and process improvements, as needed. What you'll need (Required): Pursuing a bachelor's degree in IT, Computer Science or equivalent Available for the duration of the internship period (4-6 months) Knowledge in AWS Data Lake, Data mesh, Data fabric & Data Bricks will be an added advantage Knowledge in Python, Glue, Airflow, ML, AI/Gen AI will be an added advantage Unique Benefits for Interns: Innovative & Industry Leading Technology Accelerated Career Growth A Growing Global Company Stretch Assignments Meaningful Projects with Real Impact SHARE THIS JOB"
Senior Data Engineer,Zero Pixels,"Kuala Lumpur City Centre, Kuala Lumpur","Mathematics, Statistics & Information Sciences (Science & Technology)",Part time,,"About the Role We are seeking a highly skilled Senior Data Engineer to join our team and drive the development of our data platform. This role will focus on building scalable data pipelines, optimizing data storage, and ensuring data security and governance. You will collaborate with product teams and other engineering teams to build efficient, high-performance data solutions. Key Responsibilities Design, develop, and optimize scalable ETL/ELT pipelines using Databricks and Apache Spark for both batch and streaming data processing. Develop and maintain data models that support analytical and operational workloads. Collaborate with product teams and other engineering teams to understand data requirements and design robust solutions. Ensure data security, access control, and governance frameworks are implemented and adhered to. Monitor data quality and performance, identifying areas for optimization and improvement. Ensure code quality and implement test cases on data pipeline codes. Follow the latest trends/updates in the data side across the industry and validates its applications on improving our data platform. Required Skills 5+ years of experience in data engineering with a focus on large-scale data processing. Expertise in Databricks, Apache Spark, and SQL. Strong experience in batch and streaming data processing. Strong experience in Python and PySpark for data processing and automation. Strong experience in data modeling for both Operational and Analytical data. Strong problem-solving skills and ability to optimize performance in distributed data environments. Hands-on experience with data security, access control, and governance frameworks. Experience with Apache Druid/ MSSQL/ MySQL/ MongoDB/ Oracle/ PostgreSQL. Good to have experience with Graph Databases to manage complex relationships within data Good to have experience in working with Open-Source community. Benefits - PF Included - Group Medical Insurance (Employee+Spouse+Kids+Employee's Parents) - Term Life Insurance - Hybrid (2 days WFH & 3 days WFO) - No Variable pay - Flexible Work Timings - Opportunities for Upskilling"
Pre-sales Engineer-Malaysia,帆软软件有限公司,Kuala Lumpur,Sales - Pre & Post (Information & Communication Technology),Full time,"RM 8,000 – RM 12,000 per month","Assist sales in securing client orders, handling product technical Q&A, and conducting POC during the pre-sales stage. Develop and maintain client relationships, coordinate guest speakers for market events. Provide timely responses and necessary support to key clients, ensuring efficient problem resolution and maintaining strong client relationships. Proactively identify and analyze enterprise clients' issues, formulate optimal solutions based on their needs, and maximize product effectiveness. Actively gather user experience feedback, analyze competitor features, compile comparative reports, and regularly provide product optimization suggestions to the product team. Manage enterprise client training programs and key success metrics, delivering integrated solutions during the contract period to create upselling opportunities. Continuously monitor customer feedback and user experience, compiling and reporting improvement suggestions to the product team. Collaborate with the sales team based on the final transaction scale, assisting in pre-implementation planning and execution to ensure a smooth customer handover process. Establish effective communication and collaboration with internal teams across departments. Stay updated on IT industry trends, market dynamics, and the unique value of FanRuan products. Qualification: Bachelor's degree or higher, preferably in engineering or related fields. Proficiency in SQL scripting, Excel, and JavaScript. Hands-on experience in using and managing at least one database engine. Strong willingness for self-learning in data analytics applications and IT solution integration. Patient and effective communicator with strong stress resilience, clear thinking, strong collaboration skills, and an ability to quickly learn, innovate, and integrate solutions. Strong documentation skills (both in Chinese and English), with the ability to summarize work experiences through presentations. Ability to establish business trust relationships with clients at the decision-making level."
Data Scientist,Capital Dynamics Asset Management Sdn Bhd,Kuala Lumpur,Developers/Programmers (Information & Communication Technology),Full time,,"Responsibilities: Researching and analysing market trends using quantitative model and using technical analysis to make trading decisions Developing and implementing complex quantitative models (e.g. trading & forecasting) Performing daily statistical analyses (e.g. risk analytics and default risk modelling) and coding tasks (e.g. pattern recognition or machine learning) Detailing model specifications and methods of data collection Testing new models, products and analytics programs Developing optimal strategies Developing new data algorithm and models to support company products Presenting and interpreting data results to senior management and clients Requirements: Strong problem solving skill. Preferably with a minimum of 2 years’ experience in data science related roles. A solid Bachelor's degree in Computer Science or Mathematics or Statistics or any other related computational discipline from a reputable university. Applicants with the relevant master's qualification would have an advantage. Proven expertise in data science and analytics for key areas, such as probability and statistics, time-series analysis, pattern recognition, optimisation, and predictive modelling. Understanding supervised and unsupervised machine learning techniques and algorithms, such as k-Means, SVM, Decision Trees, Random Forest, etc. is a plus. Hands on programming experience in Python and R. Excellent written and verbal communication skills for coordinating across teams. A drive to learn and master new technologies and techniques. Good command of spoken and written English. Fresh graduates are encouraged to apply. This career opportunity is available in our following office(s). Please send your job application to : Kuala Lumpur: careers@icapital.biz"
Manager – Data Management (PMS),BASS (M) Sdn Bhd,Kuala Lumpur,Management (Information & Communication Technology),Full time,,"We are seeking a qualified Manager with Data Management service delivery experience to join our team. If you have a passion for data management processes and delivery, you are most welcome to explore this opportunity. What should you have? Data Accuracy & Quality Control: Ability to identify inconsistencies, clean data, and ensure high-quality records. Decision-Making: Have experience in using data insights to support technical and operations decisions Process Management: Experience in business process management using software solutions in maritime operations Managerial & Leadership Competencies: Ability to lead PMS data migration, population, enhancement, and team management and deliver multiple PMS data services concurrently. Communications Skills: Exhibits excellent interpersonal skills with the ability to communicate and manage relationships at all levels of the organization and with customers Attention to Detail: Have an eye for detail in ensuring data consistency, completeness, accuracy and quality of project delivery Adaptability: Ensures up-to-date knowledge in maritime technology, data-driven decision-making, and the latest technology trends. What do you need to qualify? Possesses more than 7 years of working experience with marine software and PMS data building. Has over 2 years of experience leading a team of PMEs. Degree in Marine Nautical Science and/or Marine Engineering. Must possess at least 3 to 5 years of relevant sailing experience in the marine industry or equivalent. Demonstrates a robust background in the Maritime industry, preferably as a 2nd / 3rd Class Marine Engineer. Exhibits project management experience, showcasing the ability to simultaneously manage multiple projects, including work prioritization, resource coordination, and planning. Requires mandatory overseas travel."
"Data & AI Consultant (SAP BW/4HANA, SAC)",ACCORD INNOVATIONS SDN. BHD.,Kuala Lumpur,Consultants (Information & Communication Technology),Full time,,"Position Title: Data & AI - Analytics Practitioner Duration: 12 months contract Job Location: Kuala Lumpur, Malaysia Overall years of work experience: 4-6 years Relevant years of experience: 5 years Domain: Pharmaceuticals or Healthcare Mandatory Skills: SAP BW/4HANA Client & Project: We are seeking for a new talent to join the Data & AI team where you will have the opportunity to collaborate in the project '0011301385'. The client is ROCHE, a company specializing in pharmaceuticals and healthcare. Responsibilities: As an Analytics Practitioner, you will be responsible for developing business insights using predictive statistical modelling activities. Use analytical tools and techniques to generate and improve decision-making by modeling client, market, and key performance data. Expected to be an SME, collaborate and manage the team to perform. Responsible for team decisions. Engage with multiple teams and contribute on key decisions. Expected to provide solutions to problems that apply across multiple teams. Expert proficiency in SAP BW/4HANA is required. Expert level of proficiency in SAP Analytics Cloud is recommended. Data Analysis & Interpretation, Business Requirements Gathering, and Stakeholder Management skills at an expert level are suggested. Utilize SAP BW/4HANA to create advanced predictive statistical models for business insights. Collaborate with stakeholders to gather and interpret business requirements effectively. Manage and lead team members in data analysis and interpretation tasks. Utilize SAP Analytics Cloud to visualize and present data insights to key stakeholders. Effectively communicate and engage with various teams to drive decision-making processes"
Data Engineer,SWIFT SUPPORT SERVICES MALAYSIA SDN. BHD.,Kuala Lumpur,Developers/Programmers (Information & Communication Technology),Full time,,"About the Role SWIFT is a member-owned cooperative that provides the communications platform, products and services to connect more than 10,000 banking organizations, securities institutions and corporate customers in 211 countries. As part of its Instant, Frictionless payments strategy, SWIFT is rapidly expanding its Data & Analytics capabilities to support our customers in this area of understanding payments. In this context, the Data and Analytics tribe is looking for a Systems Engineer with excellent technical skills combined with a real sense to learn new technologies. Together with the team, you will have the opportunity to build applications on a new Data Management Platform (DMP). The Data Distribution squad, based in Kuala Lumpur (KL), BE and NL contributes to the DMP platform evolution. You will develop, test and deploy new features and components requested by the delivery teams. What to expect? Design, develop, test, install and support programs/systems in line with agreed requirements. Assist with the analysis of requirements and the development of recommendations as to the systems approach to follow. Prepare specifications, codes, tests, deliverables, acceptance criteria, time frames, and prepare and study the technical feasibility and estimates of the proposed systems solutions. Analyze the problems, develop, and propose solutions to more senior team members. Provide technical assistance to other Swift colleagues and provide guidance to more junior team members in their daily work. Develop and maintain technical documentation and prepare and give presentations to customers on systems. Provide timing/scheduling estimates to project lead and propose corrective actions to timelines. What will make you successful? Qualifications: 3 - 5 years of proven experience in software development in an international setting. University degree in computer science or related field. Or equivalent work experience. Technical Skills Requirements: Must have: Education and experience in programming languages and their design patterns ( mainly Java/Python ) Experience in continuous integration/delivery build environment: GIT, Jenkins, Maven, Coverage and Static/Dynamic Code Analysis tools. Containers systems (Docker, podman) Experience with Agile Tools (JIRA, ServiceNow, Confluence, BitBucket) Have experience working in a Agile team Software development tools ( Jenkins/Cloudbees, Maven, InteliJ/VisualCode, etc ...) Good understanding of the API concept Basic understanding of Linus OS and scripting language Good to have: Software delivery processes ( Agile, Scrum, ...) Spring boot Cloud infrastructure ( AWS, Kubernetes, OpenShift, ... ) Oracle PL/SQL or SQL Data Governance concept Financial Message Standards (FIN, ISO20022, ...) Exposed to Data Engineering tools ( Airflow, NiFi, Trino, Ranger, Collibra, ... etc ) Professional Skills Requirements: Strong communication skills, both written and oral Ability to work well in both a team and individual environment Quality oriented Open communication Willing to Learn new Technologies What we offer We put you in control of career We give you a competitive package We help you perform at your best We help you make a difference We give you the freedom to be yourself We give you the freedom to be yourself. We are creating an environment of unique individuals – like you – with different perspectives on the financial industry and the world. An environment in which everyone’s voice counts and where you can reach your full potential regardless of age, background, culture, colour, disability, gender, nationality, race, religion, or veteran/military status."
Senior Data Scientist (Analytics) - Mobility,Data Analytics,"Petaling, Selangor",Product Management & Development (Information & Communication Technology),Full time,,"Get to Know the Team: The Analytics team's mission is to use data and experimentation to advance product innovation. We love building hacky products to test and iterate what's best for our customers. As we ship multiple products every week, it means we have to fine-tune models, run and evaluate hundreds of experiments weekly! We are looking for experienced data scientists to build a center of data excellence for Product & Experimentation in a diverse range of tech families. Your role is to guide a data-first approach to product thinking, design controlled experiments, and be objective while evaluating results, all of this while working with stakeholders to evaluate innovative product and business ideas! You will help developers, designers & product managers across the company with recommendations on how to learn from unexpected results, study underlying causes for them, and iterate on the next set of products to build for our users. Get to Know the Role: Reporting to the Product Analytics Manager, you will work closely with different teams within a business line (Product, Business, Engineering, Design, and Data Science) to understand data requirements, identify and track key metrics, and provide data-driven insights. You will also work with stakeholders to evaluate the feasibility of new business/product ideas and provide appropriate recommendations. This role is based in Petaling Jaya and onsite. The Critical Tasks You Will Perform You will analyze existing data and recommend new product ideas to address impactful customer problems based on business objectives. You will identify trends, spot anomalies, and investigate their root causes using data. You will utilize your data analysis and visualization skills to present insights and tell a compelling story to a non-technical audience. You will collaborate with stakeholders to align on key product metrics and propose experimentation strategies, including A/B testing. You will design and manage data specifications for new products, ensuring accurate data collection in collaboration with engineering teams. You will mentor junior team members, promote high standards in data handling, and develop scalable frameworks to address recurring problems efficiently."
Cloud Specialist (Application Modernization),POINTSTAR (PSMY),Kuala Lumpur,Product Management & Development (Information & Communication Technology),Full time,,"Job Descriptions Join the Cloud Consulting team to provide our clients in various industry verticals with innovative custom and integration solutions. You will be responsible for the technical design and implementation of business solutions involving Google Cloud technologies in AI & ML, API Integration & DevOps CI/CD. You will ensure runnable, supportable, and stable business solutions from a technical and operational point of view. Responsible for technical documentation on solution implementation. Perform operational readiness tasks and ensure production acceptance criteria are met. Respond to platform technical issues in a professional and timely manner In this role, you will be trained and developed as Google Certified Professional DevOps Engineer and/or Google Certified Professional Cloud Developer. Requirements Degree in Computer Science, Information Technology, or a comparable field 1 - 5 years of solution development and integration experience. Experience in agile implementation approach Know-how in the area of API integration, Application Design, Development, and Deployment. Experience in full-stack technologies (front-end and back-end development) with React, Flutter, NodeJS, Python, and/or other relevant technologies. Experience in handling CI/CD pipelines, including orchestration tools, GIT repositories, test tools, code quality tools, and deployment tools (e.g. Jenkins, GitLab, JMeter, Maven) Experience in DevOps and Google Cloud Platform is an additional plus Creative and motivated working style with a strong focus on innovation Good communication skills in English for effective collaboration with teams and clients."
R&D Staff Engineer,Teleplan Technology Services Sdn Bhd,"Perai, Penang",Other (Engineering),Full time,,"Position Summary This position involves the development and enhancement of Reconext internal IP testers for NAND, DRAM chips, SD cards. It also covers testers development in hardware/ firmware/ GUI, evaluation + Implementation of solutions to volume production, with the goal of achieving Continuous Improvement Objectives. This position requires effective collaboration with internal functional teams, and you will report directly to Engineering Manager. Duties and responsibilities of the job Develop Test Software Coding and processing of storage NAND, DRAM, SD card products knowledge will be an advantage. Test Software Coding for Test Process and Productivity improvement Projects. From Problem/Failure analysis/Debug to solution implementation. Firmware development and improvement. Experience in Xilinx or others FPGA development board. Familiar with NAND flash architecture, ONFI commands, Toggle commands, DDR3/DDR4/DDR5 architecture. Updating and maintain all Products specification into product data fact system. Work and liaise with internal customers on new NAND & DRAM PN, software evaluation and release. Qualifications and requirements At least a bachelor’s degree, Post Graduate Diploma or Professional Degree in Engineering. With at least 5 years of relevant working experience in above-related fields. Require having fluent English communication skills in both writing and verbal. Able to work independently. Must be a proactive and strong team player, able to engage with people, having a high sense responsibility and accountability. Able to work at our Innovation Lab located Prai, Penang."
M&E Engineer (PW4/Shift work/Data Centre) JM50,TRUST RECRUIT PTE. LTD.,"Cyberjaya, Selangor",Electrical/Electronic Engineering (Engineering),Full time,"RM 6,000 – RM 9,000 per month","Job Description: To plan and coordinate M&E works for project site. To carry out construction on specific areas of mechanical and electrical works. To coordinate & carry out regular Preventive Maintenance, servicing and testing on all electrical installation/ equipment. Responsible for the management & technical support of servers/routers/switches/ network in Data Centre environment. To carry out routine maintenance work and respond to equipment faults. To attend breakdown, troubleshooting, service and repair at site. To monitor the progress of M&E works ensure it is completed in accordance with the project requirements and budget, and that any issues or delays are identified and addressed promptly. To construct building facilities, electronic system, air conditioning system and plumbing system especially for Data Centre. To undertake any and all other duties and responsibilities as instructed by the superior Manage and supervise maintenance vendor for PPM and repairing work process Prepared for unexpected incident and immediate response for breakdown troubleshooting and alarm monitoring. Manage personnel entry to the Data Centre. Monitor, manage CCTV and door access Monitor the environment of the Data Centre (temperature, humidity, electrical, cooling) Monitor the safety of the Data Centre (power shortage, smoke and fire, water leak) Manage and coordinate vendor in performing maintenance Manage inventory and asset movement in the Data Centre (asset tagging, labelling, decommission) Manage and coordinate cabling in the Data Centre (tracing, labelling, management) Assist in the installation of Data Centre equipment (server, switches, storage) Ensuring no downtime for the Data Centre (power outage, network downtime, server downtime) To perform equipment status checks or Health check on equipment (servers, M&E, AC, safety equipment) Job Requirement: Degree in Mechanical/Electrical Engineering/ Computer Science. Minimum 2 years of working experience in Data Centre environment. Experience as M&E Engineer in Data Centre is a must Shift operation is required HOW TO APPLY: Interested applicants, kindly send your resume in MS WORD format or please click on “Apply Now”. We regret only shortlisted candidates will be notified. Important Note: Trust Recruit Pte Ltd is committed to safeguarding your personal data in accordance with the Personal Data Protection Act (PDPA). Please read our privacy statement on our corporate website www.trustrecruit.com.sg. Trust Recruit Pte Ltd EA License No: 19C9950 EA Personnel: Moy See Meng (Jasmine) EA Personnel Reg No: R24123391"
Data Specialist,PERSOLKELLY Workforce Solutions Malaysia Sdn Bhd,"Petaling Jaya, Selangor",Database Development & Administration (Information & Communication Technology),Contract/Temp,"RM 4,000 – RM 5,000 per month","Salary offer: RM4,000 - 5,000 per month Contract duration: 8 months contract under PERSOLKELLY. Location: 1 Powerhouse, No. 1 Persiaran Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor Darul Ehsan, Malaysia Working hour: Monday – Friday, 8.00am - 5.00pm Responsibilities: Day to day activities such as creation, amendment and maintenance of data for vendors and customers in ALGEM systems. Developing processes and procedures to facilitate the compilation, review and approval of master data to aid business users with defining their data requirements, and to enhance data quality and consistency Coordinating troubleshooting related to systems for ALGEM activity between IT Teams and ALGEM Departments Conducting data cleaning to rid the system of old, unused data, or duplicate data for better management and quicker access 5. Manage the entry of product specifications in systems and troubleshoot on any deviations How Will You Be Contributing to Our Success? Daily Data entries ● Manage creation of product code,specification and customer information into Gideon database ● Manage the entry of product specifications into the Gideons database (e-COA) ● Create and manage Gideons recipe components Troubleshooting ● Troubleshoot Customer Portal and Gideons issues for Orders interfaces and COA data conversion ● Coordinate the resolution of Systems issues with internal (various ALGEM departments, HUB IT) and external (SiMX) vendors ● Support Systems testing for AD HOC ALGEM projects ● Troubleshoot e-business and ALGEM price list issues ● Coordinate rest of the team if there is EDI failure from FF Data Management & Governance ● Perform data analysis and audit for ALGEM Systems on a regular basis to ensure data integrity and quality and update if needed ● Maintain reliability of ALGEM dashboards such as NAVAL and ARCADI ● Assist in developing controls and governance framework for master data management ● Drive Master Data Standards and best practices ● Support Digitization efforts of ALGEM process Requirements: Bachelor’s degree in Information Technology, Data or similar. Good personal computer (Microsoft environment, Google Environment) and business solutions software skills. Knowledge of MS Advanced Excel, Access/SQL would be an advantage Experience working with relational and complex databases or ERPs (such as SAP, Oracle ... etc) Good communication in English, very organized, rigorous, reliable, independent, transparent and diligent. Excellent analytical and problem-solving skills. Ability to work independently and as part of a team"
Data Centre Design Manager,DayOne Data Center,"Johor Bahru, Johor",Electrical/Electronic Engineering (Engineering),Full time,,"Company Overview: DayOne is a data center pioneer that develops and operates next-gen digital infrastructure for industry leaders who demand reliable, cost-effective and quickly scalable solutions. Our cutting-edge facilities empower hyperscalers and large enterprises to achieve rapid deployment and enhance connectivity, driving transformative engagement and innovation as we shape the future of industries. DayOne's data centers are located across key markets, including Singapore, Johor (Malaysia), Batam (Indonesia), Greater BangkokChonburi (Thailand), Hong Kong SAR, Greater Tokyo, and beyond. Job Summary: The Design Manager for Data Center is responsible for overseeing data center projects and ensuring the successful design and implementation of data center facilities. This role involves close collaboration with project stakeholders, including engineers, contractors, and clients, to deliver high-quality solutions. Responsibilities: • Project Coordination: Collaborate with project managers, architects, and other engineering disciplines to integrate designs into overall project plans. • Technical Leadership: Provide guidance and expertise in each system to ensure designs meet industry standards, regulatory requirements, and client specifications. • Quality Assurance: Implement quality control processes to verify the accuracy and reliability of electrical designs and systems. • Problem Solving: Identify and resolve technical issues and challenges related to electrical design and implementation, minimizing project risks. • Vendor Coordination: Work with vendors and suppliers to specify and select electrical equipment that aligns with design requirements and project needs. • Documentation: Prepare and review design documentation, including technical specifications, drawings, and reports, ensuring comprehensive and accurate records. Qualifications: • Education & Language: Bachelor's degree required; fluent in English and Chinese to communicate with internal and external stakeholders. • Experience: Minimum of 5 years of industry experience, with a strong focus on data center or similar critical infrastructure projects. • Knowledge: In-depth knowledge of local codes and standards. • Project/Design Management: Experience in managing and coordinating complex projects, demonstrating strong organizational and leadership skills. • Communication: Excellent verbal and written communication skills."
Data Center Facility Engineer,GLOBAL DEVELOPMENT TECHNOLOGY SDN.BHD.,"Cyberjaya, Selangor",Mechanical Engineering (Engineering),Full time,"RM 5,000 – RM 6,500 per month","We are hiring for Data Center Facility Engineer to work in KL Raja Chulan office. Responsibilities: The incumbent will need to build the relationship with colocation (COLO) service providers and work with them to manage the critical electrical/ mechanical systems within data centers, with responding emergent failure, managing and mitigating the risk and tracking all daily maintenances of critical equipment. The incumbent will also evaluate the service performance of COLO and drive them to improve with operation data and will also work with internal teams like procurement to influence them improving on the SLA terms or strategy. Responsible for critical facility operation of Alibaba oversea data centers. Responsible for managing the changes on critical systems, responding the emergent failure and tracking preventative maintenance. Responsible for capacity management of facility systems including power and cooling, etc. Manage availability risk of facility systems and drive the resolution. Drive and implement projects to improve the capacity, efficiency and reliability of current facility system. Support IT manager (IT) on their project and operations. Support design and project teams on new site/data-hall construction and commissioning. Establish performance benchmark, conduct analyses, and prepare reports on all aspects of the critical facility infrastructure operations and maintenance. Requirement: Bachelor’s degree in engineering of electrical, mech or related field. 3 years of critical facility management or operation experience in large scale data center or 5 years large scale production facility management experience in large scale plant. Experience and knowledge of MEP equipment such as UPS, generator, Chiller, Pump, cooling tower, etc. Good sense of building and maintain a safety and high efficiency working environment in daily work. Strong written and verbal communication skill in English. High attention to details to identify the risk and drive to resolve them. Ability to communicate in mandarin will be added advantage."
